NOIID,FacilityId,ComplianceId,Issue / Comment,NOIDueDate,NOIResolved,StampInit,StampDate
153,9102609,1513,"4. Submit notification form, State Appendix I.  ",2001-12-28,True,NOI,2000-11-28 00:00:00
154,9102213,1514,NEED ENTIRE UST POLICY PER THE 12/12/2000 STATED IT WAS ATTACHED IN THE LTR - RK ,2000-12-27,True,NOI,2000-11-27 00:00:00
155,9102213,1514,DRAIN THE WATER FROM THE SUMP  ,2000-12-27,True,NOI,2000-11-27 00:00:00
156,9100184,1515,NEED TO IMMEDIATELY REPAIR SPILL BUCKET REFER THE SPILL TO LUST SECTION ,2000-12-28,True,NOI,2000-11-28 00:00:00
157,9100184,1515,"inspected by rich takaba, suspected release has been disconfirmed, no release of product to the  sub-surface soils. closed issue, AJ ",2000-12-28,True,NOI,2000-11-28 00:00:00
158,9100328,1517,"1. Documentation of monitoring for the ATG for the month of Dec. 2000 (please send .2 gph test results from 12/1/2000 on USTs 1,2,3,&4. 7/3/2002 this is ok.  per letter cannot get the information but stated is maintaining records - rk ",2000-12-29,True,NOI,2000-11-29 00:00:00
159,9100328,1517,"2. Send listing of USTs covered on UST insurance policy from Zurich American Insurance. 3/20/2001 RECEIVED CERTIFICATE OF LIABILITY INS. - RK  5/28/2002 REC INVOICE FOR NEW POLICY,  WAITING FOR THE POLICY. - RK  7/3/2002 received.  - rk ",2001-03-10,True,NOI,2000-11-29 00:00:00
160,9100328,1517,"fyi - 3. On the annual maintenance for the ATG for USTs 1,2,3, & 4, for next year, please conduct 3 GPH test as required by HAR 11-281-53(1). FYI - 5/28/2002 DONE WILL SEND INRESULTS - RK  7/3/2002 need the annual maintenance results and the 3pgh results - rk ",,False,NOI,2000-11-29 00:00:00
161,9101995,1518,1. Submit State Appendix I 12/22/2000 RECEIVED - RK ,2001-01-01,True,NOI,2000-12-01 00:00:00
162,9101994,1519,1. Submit State Appendix I Notification Form 12/22/2000 RECEIVED  - RK ,2001-01-01,True,NOI,2000-12-01 00:00:00
163,9200509,1521,2. Send photo of flapper overfill device in the fill pipe as required by HAR-11-281-14(a)(2) 12/20/2000 REC PICTURE - RK ,2000-12-18,True,NOI,2000-12-01 00:00:00
164,9200509,1521,"3. Send documentation that the piping has corrosion protection where the piping in contact with the soil, as required by HAR 11-281-13. 12/20/2000 REC BLUEPRINT PLANS - RK ent is not visible and covered by flange.",2000-12-18,True,NOI,2000-12-01 00:00:00
165,9200509,1521,"1. Send photo of the spill bucket, as required by HAR 11-281-14(a)(2) 12/20/2000 RECIVED PICTURE - RK The cover for the fill tube can't be open, therefore unable to verify the overfill bucket as well as the auto shut off device.",2000-12-18,True,NOI,2000-12-01 00:00:00
166,9201976,1522,No NOI issues  ,,True,NOI,2000-12-04 00:00:00
167,9707407,1523,2.  HAR 11-281-96  Listing of UST with certificate Need listing of UST covered by self-insurance method for financial responsibiltyand what alternative used in the calulations.    12/1/2000 RECEIVED INFORMATION - RK The information submitted must be in format like an addendum and signed by the Financial Officer. (1/10/01-RSM),2000-12-21,True,NOI,2000-11-21 00:00:00
197,9200052,1540,HAR 11-281-14(b)(2) Need to verify presence and type of overfill prevention equipment. 1/19/2001 Inspection conducted.     4/4/2001 rec appendix i and diagram - rk ,2001-02-19,True,NOI,2001-01-19 00:00:00
168,9707407,1523,1.  HAR 11-281-13 corrosion protection on piping. Need documentation that piping that contacts the ground has corrosion protection. (Photo of connection)     12/1/2000 RECEIVED INFORMATION - RK The photos show that the transition between the fiberglass piping from the UST and steel piping to the day tanks. The piping in contact with the soil is fiberglass. (1/10/01-RSM),2000-11-21,True,NOI,2000-11-21 00:00:00
169,9200102,1524,"1.   Need documentation of construction of used oil tank (ie, contractor certification or as built drawings)  ",2000-12-12,True,NOI,2000-12-05 00:00:00
170,9200102,1524,"3.  Need listing of tanks covered, including capacity, under TOSCO self-insurance, Financial Responsibility Mechanism (facility address listed only). VOID:  3/30/2001: Steven Boyd of Tosco in CA is working on this - not required, just a doh information request, disregard. ",2000-12-12,True,NOI,2000-12-05 00:00:00
171,9200102,1524,"1. Need documentation of UST 1, 2 construction (tank FRP or steel composit? EPA 7530-1 conflicting info.)  ",2000-12-12,True,NOI,2000-12-05 00:00:00
172,9200102,1524,3. Need documentation of last 12 months of release detection for used oil tank (manual tank gauging sheets).  ,2000-12-12,True,NOI,2000-12-05 00:00:00
173,9200102,1524,2. Need to provide date used oil tank was last temporarily out of use (TOU) or date facility started filling tank with used oil  ,2000-12-12,True,NOI,2000-12-05 00:00:00
174,9200102,1524,5. Need to clean spill bucket # 2 (UST 2 - rust and debris).  ,2000-12-12,True,NOI,2000-12-05 00:00:00
175,9200102,1524,2.  Need 3rd paarty certification (performance claim) for UST 2 ALLD (Inspector notes:  XL model versus 3rd party have on site:  TEI Model LT-3).  ,2000-12-12,True,NOI,2000-12-05 00:00:00
176,9200102,1524,"4.  Need 3rd party certificaation, performance evaluation, for line tightness test (UST 2) and method used for line tightness test (lines for UST 2) - Precision Testing  ",2000-12-12,True,NOI,2000-12-05 00:00:00
177,9707572,1525,HAR 11-281-96 Listing of UST covered Need listing of UST covered on self insurance certificate and which of the two alternatives was used in the calculatons.    12/1/2000 RECEIVED INFORMATION - RK ,2000-12-21,True,NOI,2000-11-21 00:00:00
178,9100283,1527,COPY OF THE UST POLICY 12/13/2000 RECEIVED CERT OF LIABILITY INS - RK   12/14/2000 ISSUED CITATION FROM DESK    1/19/2001 LTR DATED 1/17/2001 REQUESTING A 30 DAY EXTENSION - RK   2/26/2001 REC FAX THAT AWAITING FOR ENDORSEMENT AND CERTIFICATE FROM THE INSURER.  RK     2/28/2001 REC FAX OF CERT OF INSURANCE - RK    3/1/2001- REC CERTIFICATE OF LIABILITY INS - RK   4/12/2001 REC CERT OF LIABILITY INS    7/26/2001 REC CERT OF INSURANCE - RK ,2001-01-01,True,NOI,2000-12-01 00:00:00
179,9200765,1528,1. Send documentation of the design by a corrosion expert of the cathodic protected piping Recv'd on 12-26-00 documentation of the scope of work and materal requirements for the bidding sheets for the UST at Paumaulu Earth Station.  It described the piping to be black steel coated with polythelene (corrosion-resistant coating) and tested with high voltage holiday detector before installation.  This does not meet the corrosion protection requirement unless the piping also has cathodic pprotection. ,2001-01-15,True,NOI,2000-12-15 00:00:00
180,9200765,1528,2. Send a copy of the standby letter of credit (#LC870-069393) from Wachovia Bank for the FR. On 12/18/2000 received Irrevocable Standby Letter of Credit from Wachovia Bank of Georgia for UST for Lockheed Martin. ,2001-01-03,True,NOI,2000-12-15 00:00:00
181,9200845,1529,Closure information (appendix I) 4/20/2001 BOB IS FOLLOWING UP ON THIS SITE - RK   6/7/2001 REC CLOSURE REPT.  RELEASE FOUND = RK ,2001-01-16,True,NOI,2000-12-13 00:00:00
182,9200845,1529,"information/closure report for the 800 gallon ust, asphalt coated or bare steel tank containing gasoline installed in 3/18/82 4/20/2001 BOB IS FOLLOWING UP ON THIS SITE - RK    6/7/2001 REC CLOSURE REPT.  RELEASE FOUND = RK ",2001-01-16,True,NOI,2000-12-13 00:00:00
183,9101105,1530,"1. Submit documentation that product can be detected from the inner pipe through test boots into the turbine sump if there is a release for USTs 1,2,3, & 4. 3/10/2003 At subsequent inspection - They are using plld for the leak detection method. Therefore, at this time, detecting the product through test boot is not a compliance issue. ",2001-01-22,True,NOI,2000-12-20 00:00:00
184,9101105,1530,fyi - 2. Remove diesel/water from the turbine sump for UST #4 (Diesel). FYI ,,False,NOI,2000-12-20 00:00:00
185,9101105,1530,"fyi - 3. Reminder that tanks (UST 1,2,3, & 4) need to be monitor every 30 days (ATG). FYI ",,False,NOI,2000-12-20 00:00:00
186,9200524,1531,2. Clean spill buckets of water/product mixture 3/23/2001 REC DIAGRAMS AND INVOICE TO REMOVE RESIDUAL WATER FROM SPILL CONTAINMENT AND CONFIRMED OVERFILL - RK ,2001-02-03,True,NOI,2001-01-03 00:00:00
187,9200524,1531,"1.  Submit documentation of construction of piping, as required by HAR 11-281-13.  (FRP, single or dw piping) 3/23/2001 REC DIAGRAMS AND INVOICE TO REMOVE RESIDUAL WATER FROM SPILL CONTAINMENT AND CONFIRMED OVERFILL - RK ",2001-02-03,True,NOI,2001-01-03 00:00:00
188,9100530,1533,1. Documentation needed to verify the overfill protection device for the 550-gallon UST at the Radio Transmitter site. 2/9/2001 REC APPENDIX I AND PHOTOS - RK ,2001-02-04,True,NOI,2001-01-05 00:00:00
189,9101212,1534,1. Submit written notification that the spill buckets of UST #4 and UST #2 have been cleaned. rec'd documentation (Appendix I) 2/7/2001 ,2001-01-09,True,NOI,2001-01-09 00:00:00
190,9100210,1535,"1. Provide documentation of the construction of piping (FRP), USTs 1, 2 3/12/2001 received fax with documentation, including modified notification form- GKO ",2001-02-09,True,NOI,2001-01-11 00:00:00
191,9101255,1536,"2. Send document to prove that Veeder Root System is capable of clearing itself after a ""failed alarm"". Failed alarms on 11/7/00 and 8/20/00 were cleared by the system within minutes and hour of the failure periods. 4/30/2001 MET WITH RENATO, IT IS ALRIGHT TO CLOSE THE SITE - RK Eric Ching stated that the VR system cleared itself even before technician was dispatched to the facility. He suspected the system failure alarms were part of the system 5% probability of false alarm. The tanks were installed in 1988.",2001-02-11,True,NOI,2001-01-12 00:00:00
192,9101255,1536,"1. Submit amended notification forms to indicate construction of tanks. 2/7/2001 RECEIVED APPENDIX I - RK    4/30/2001 MET WITH RENATO, IT IS ALRIGHT TO CLOSE THE SITE - RK 1999 EPA Form indicate that USTs are double-walled only. They are actually double-walled FRP.",2001-02-11,True,NOI,2001-01-12 00:00:00
193,9100915,1537,1. Submit document to indicate that the test booth on UST#1 (Reg.) doesn't block the opening between the primary & secondary piping. 2/7/2001 SEND LTR DESCRIBING ACTION - RK ,2001-02-18,True,NOI,2001-01-19 00:00:00
194,9100915,1537,2. Sump sensors for USTs 1 & 3 must be reposition at the same side of the double wall piping. 2/7/2001 SEND LTR DESCRIBING ACTION - RK ,2001-02-18,True,NOI,2001-01-19 00:00:00
195,9100915,1537,3. Water clean up needed in sump of UST 1. 2/7/2001 SEND LTR DESCRIBING ACTION - RK ,2001-02-18,True,NOI,2001-01-19 00:00:00
196,9102000,1539,asked for a copy of the updated fr docs  ,2001-02-23,True,NOI,2001-01-24 00:00:00
198,9200052,1540,HAR 11-281-13(4) Need to verify that metal piping has fiberglass reinforced plastic secondary containment for portion of piping run that is underground. 1/19/2001 Inspection conducted.   4/4/2001 rec appendix i and diagram - rk ,2001-02-19,True,NOI,2001-01-19 00:00:00
199,9200052,1540,HAR 11-281-21 Amended notification forms need to be submitted to reflect change in ownership and inaccurate information on forms on record. 1/19/2001 Inspection conducted. ,2001-02-19,True,NOI,2001-01-19 00:00:00
200,9200846,1543,"Site inspection conducted on 1/26/00, no evidence of UST on all four UST sites. AST present at the site of three former 1,000-gallon USTs. Ms Amano will send required Notification Forms for the four USTs previously closed at the facility. -RSM 5/24/2001 SUBMITTED APPENDIX I - RK ",2001-02-26,True,NOI,2001-01-26 00:00:00
201,9200846,1543,1. Notification Forms are needed to confirm the number of USTs closed at the site. 5/24/2001 SUBMITTED APPENDIX I - RK Site inspection revealed no UST remaining at this facility only one large AST,2001-02-26,True,NOI,2001-01-26 00:00:00
202,9101497,1544,"needs to clean spill bucket, asap  ",2001-03-01,True,NOI,2001-01-31 00:00:00
203,9201465,1545,1. Submit both EPA and Appendix-1 of HAR Notification forms. Closure Report that was done in 1999 was handed during inspection.   5/1/2001 REVIEWED REPORT.  RELEASE FOUND.  JEFF IS PO - RK ,2001-03-02,True,NOI,2001-01-31 00:00:00
204,9101276,1547,pls submit a copy of your insurance doc showing the 11-281-98 language  ,2001-03-05,True,NOI,2001-02-05 00:00:00
205,9101276,1547,pls submit a copy of the 11-281 appen 1 notif form 2/13/2001 RECEIVED APPENDIX I - RK ,2001-03-05,True,NOI,2001-02-05 00:00:00
206,9203164,1548,Appendix I - Notification for Underground Storage Tanks 2/20/2001 REC APPENDIX I - RK ,2001-02-05,True,NOI,2001-02-05 00:00:00
207,9707386,1549,"1. Provide date of installation of UST # 1 (documentation), HAR 11-281-21  ",2001-03-08,True,NOI,2001-02-06 00:00:00
208,9707386,1549,"2.  Provide tank and piping construction (FRP), HAR 11-281-12 & 13  ",2001-03-08,True,NOI,2001-02-06 00:00:00
209,9707392,1550,"1. Documentation of overfill protection (e.g., automatic shutoff device, flapper; overfill alarm; ball float valve 10/14/2003 jack veified in his 7/31/2003 inspection - rk ",2001-03-02,True,NOI,2001-01-31 00:00:00
210,9102200,1551,requested that they update they fr doc to reflect the current 11-281-98 language  ,2001-03-08,True,NOI,2001-02-06 00:00:00
211,9700609,1553,2.  Please obtain Red Jacket ALLD performance claim (3rd party) and maintain on-site received on-site at the very end of the inspection ,2001-01-30,True,NOI,2001-01-30 00:00:00
212,9700609,1553,"1.  Obtain ACURITE 0.1 gph Line Tightness Test (LTT) performance claim (3rd Party) and maintain on site Received via fax, had clerical log it in and put in clerical to file folder; 2/23/2001 wrote NOI-ok close out letter and emailed roxanne, KS ",2001-01-30,True,NOI,2001-01-30 00:00:00
213,9701243,1554,3.  Please complete and return Appendix I notification form  ,2001-03-01,True,NOI,2001-01-30 00:00:00
214,9701243,1554,"2.  Please complete the certificate of self - insurance with site description of tanks (i.e., capacity, construction, etc.)  ",2001-03-01,True,NOI,2001-01-30 00:00:00
215,9701243,1554,1.  Ensure that overfill alarms are set at 95% and 90% (currently set at 97% and 95%)  ,2001-03-01,True,NOI,2001-01-30 00:00:00
216,9701892,1555,1. Clean dirt/debris from spill buckets 2/26/2001 REC LTR AND DOCUMENTS - RK ,2001-02-28,True,NOI,2001-01-29 00:00:00
217,9701892,1555,2. Separate steel pump in contact with the backfill. 2/26/2001 REC LTR AND DOCUMENTS - RK ,2001-02-28,True,NOI,2001-01-29 00:00:00
218,9701892,1555,3. Provide documentation of FRP tank and piping construction  ,2001-02-28,True,NOI,2001-01-29 00:00:00
219,9701784,1556,"2. Clean dirt and debris from spill bucket (USTs 1, 2) 2/26/01:  rec'd documentation, KS ",2001-02-08,True,NOI,2001-01-29 00:00:00
220,9701784,1556,"1. Separate steel pump from backfill ,2/26/01:  rec'd documentation, KS ",2001-02-08,True,NOI,2001-01-29 00:00:00
221,9200136,1557,"1. Submit Notification Form (Appendix I) - release detection method and dw vs. sw FRP tank construction clarification 2/20/2001 RECEIVED APPENDIX I - RK, 2/23/2001 wrote noi-ok close out letter, sent email to roxanne, KS ",2001-02-12,True,NOI,2001-02-12 00:00:00
222,9707559,1558,submit a copy of 3rd party for inst. mon. vrtls300c  9/5/2001 GREG TO FOLLOWUP - RK ,2001-03-10,True,NOI,2001-02-12 00:00:00
223,9707559,1558,submit a copy of action taken to address the 9-12-200 failure of .2  9/5/2001 GREG TO FOLLOWUP - RK ,2001-02-19,True,NOI,2001-02-12 00:00:00
224,9707104,1560,Adequate spill bucket demonstration 4/16/2001 REC DOC OF SPILL BUCKET DRAIN - RK ,2000-12-20,True,NOI,2000-11-20 00:00:00
225,9707104,1560,"State and Federal Notification Forms 12/15/2000 LTR REQUESTING EXTENSION - RK    1/11/2001 received on 1/11/2001 copy of Dept of Commerce and consumer affairs business registration division, statement of change of registered agent..... - rk ",2000-12-20,True,NOI,2000-11-20 00:00:00
226,9707104,1560,Financial responsibility documentation 12/15/2000 LTR REQUESTING EXTENSION - RK     1/11/2001 received  on 1/11/2001 - rk ,2000-12-20,True,NOI,2000-11-20 00:00:00
227,9707104,1560,Verification of secondary containment of underground portion of steel piping. 1/11/2001 received  piping diagram on 1/11/2001 - rk ,2000-12-20,True,NOI,2000-11-20 00:00:00
228,9100913,1561,"2.  Submit documentation of overfill devise (OPW), flapper specs. 1/17/2001:  Robert Hoover sent in specs., OK, KS ",2001-02-16,True,NOI,2001-01-16 00:00:00
229,9100913,1561,"1.  N/A submit documentation of maintenance performed to correct siphon problems ( periodic test fails; however, interstital monitoring is primary with no fails so the secondary fails are moot points) 1/17/2001:  Robert Hoover sent letter, ok, KS ",2001-02-16,True,NOI,2001-01-16 00:00:00
230,9100911,1562,pls submit your cert of ins along w/ policy by 3-6-01 3/23/2001 fax copy of cert of insurance.  policy of insurance not submitted - rk  6/22/2004 REC THEPOLICY - RK ,2001-03-06,True,NOI,2001-02-07 00:00:00
231,9100911,1562,submit proof of ownership of an owner's manual 2/13/2001 got copy of invoice that received the op manual and letter from Neil Nakai that Pollulert does not have checklist for  annual testing procedures. - rk ,2001-02-15,True,NOI,2001-02-07 00:00:00
232,9100911,1562,submit a copy of the maintenance schedule used by contractor for Pollulert system 2/13/2001 got copy of invoice that received the op manual and letter from Neil Nakai that Pollulert does not have checklist for annual testing procedures. - rk ,2001-02-15,True,NOI,2001-02-07 00:00:00
233,9100911,1562,submit updated notification form (appendix I) and 7530-1  4/4/2001 rec ltr from kam schools stating they are not the owners of ust - rk    7/19/2001 wrote field citation no 2203 from the desk.  fined 200 - rk   11/7/2001 REC APPENDIX I AND EPA FORM - RK ,2001-03-06,True,NOI,2001-02-07 00:00:00
319,9101112,1631,WILL CHECK ON SPILL CONTAINMENT FOR USED OIL  ,2001-09-28,True,NOI,2001-08-28 00:00:00
3518,9200113,1619,NONE  ,,False,NOI,2001-08-23 00:00:00
234,9707214,1563,HAR-11-281-82(b) - Need to submit Notification forms for Permanently closure of UST A copy of1997 closure report was handed during inspection.    2/21/2001 NFW LETTER WAS ISSUED. - RK The emergency power generator will be using the 250-gallon diesel day tank,2001-03-04,True,NOI,2001-02-02 00:00:00
235,9101725,1565,"Noted filter leak on dispenser #4 for UST 2, Unleaded Plus. Release suspected and need to be investigated, per HAR-11-281-61 & 63 5/8/2001 REC LTR ADDRESSING NOI ISSUES - RK   6/20/2001 rox review ltr fo steve signature - rk Nakai repaireman discovered leaking filter while performing maintenance check of UST 2 system.",2001-03-11,True,NOI,2001-02-09 00:00:00
236,9101725,1565,"4. UST #2 (plus, 89 octane) WPLLD Gross Leak Shutdown alarm went off almost daily from Nov. 25, 2000 to Jan. 8, 2001. Problem was not repaired immediately as required by HAR 11-281-6 (3) & (4). 5/8/2001 REC LTR ADDRESSING NOI ISSUES - RK   6/20/2001 rox review ltr fo steve signature - rk In-house maintenance kept resetting system without documentation until Neil Nakai repair came on board on Jan. 8, 2001.",2001-03-11,True,NOI,2001-02-09 00:00:00
237,9101725,1565,"3. Spill buckets for USTs 1,2, & 3 were dirty 5/8/2001 REC LTR ADDRESSING NOI ISSUES - RK   6/20/2001 rox review ltr fo steve signature - rk Must be cleaned periodically",2001-03-11,True,NOI,2001-02-09 00:00:00
238,9101725,1565,"1. Conduct 3 GPH test on USTs 1,2, & 3 on next annual maintenance, per HAR 11-281-53 (1). 5/8/2001 REC LTR ADDRESSING NOI ISSUES - RK    6/20/2001 rox review ltr fo steve signature - rk Annual operational maintenence didn't include inducing 3 GPH leak to check if system will actually shutdown.",2001-03-11,True,NOI,2001-02-09 00:00:00
239,9101725,1565,"2. Corrosion protection needed for steel riser pipe for turbines of USTs 1,2, & 3, required by HAR 11-281-13. 5/8/2001 REC LTR ADDRESSING NOI ISSUES - RK   6/20/2001 rox review ltr fo steve signature - rk The steel riser pipe that connects the turbine from the UST, covered with fill soil",2001-03-11,True,NOI,2001-02-09 00:00:00
